,bpc,allocation,read_bounds,confmat,bw,ber,cer
3384,2,"((0, 24), (40, 45), (52, 55), (62, 63))","[0, 22, 44, 55, 64]","[[3025    6    0    0]
 [   5 3025    4    0]
 [   0    2 3069    0]
 [   0    0    0 3071]]",54357350.77870861,0.0006963217825837634,0.0013926435651675506
3423,2,"((0, 24), (40, 47), (55, 58), (63, 63))","[0, 23, 47, 57, 64]","[[3029    2    0    0]
 [   6 3028    0    0]
 [   0    3 3068    0]
 [   0    0    6 3065]]",47069975.50413338,0.0006963217825837634,0.0013926435651675506
3427,2,"((0, 24), (41, 46), (55, 58), (63, 63))","[0, 23, 46, 57, 64]","[[3029    2    0    0]
 [   7 3026    1    0]
 [   0    1 3070    0]
 [   0    0    6 3065]]",43900754.82955334,0.0006963217825837634,0.0013926435651675506
3404,2,"((0, 24), (39, 43), (52, 55), (63, 63))","[0, 22, 44, 56, 64]","[[3025    6    0    0]
 [   7 3026    1    0]
 [   0    2 3069    0]
 [   0    0    1 3070]]",42235474.44540185,0.0006963217825837634,0.0013926435651675506
3300,2,"((0, 20), (36, 43), (52, 55), (63, 63))","[0, 17, 43, 56, 64]","[[3022    8    0    0]
 [   6 3027    1    0]
 [   0    1 3070    0]
 [   0    0    1 3070]]",21881710.06722589,0.0006963788300835655,0.0013927576601671099
3310,2,"((0, 20), (37, 42), (52, 55), (63, 63))","[0, 18, 43, 56, 64]","[[3024    6    0    0]
 [   8 3025    1    0]
 [   0    1 3070    0]
 [   0    0    1 3070]]",20046725.57563064,0.0006963788300835655,0.0013927576601671099
2168,2,"((0, 12), (31, 41), (52, 55), (62, 63))","[0, 11, 42, 55, 64]","[[3020    8    0    0]
 [   7 3025    2    0]
 [   0    0 3071    0]
 [   0    0    0 3071]]",37240070.216139525,0.0006964929531301213,0.0013929859062602468
2160,2,"((0, 12), (37, 43), (51, 54), (61, 63))","[0, 15, 42, 54, 64]","[[3028    0    0    0]
 [   3 3023    8    0]
 [   0    5 3066    0]
 [   0    0    1 3070]]",37118764.24018157,0.0006964929531301213,0.0013929859062602468
2277,2,"((0, 12), (36, 48), (55, 58), (62, 63))","[0, 14, 47, 56, 64]","[[3028    0    0    0]
 [   5 3028    1    0]
 [   0    3 3061    7]
 [   0    0    1 3070]]",36293440.0434458,0.0006964929531301213,0.0013929859062602468
2269,2,"((0, 12), (36, 42), (55, 58), (62, 63))","[0, 12, 44, 56, 64]","[[3023    5    0    0]
 [   4 3030    0    0]
 [   0    0 3064    7]
 [   0    0    1 3070]]",35535084.813476056,0.0006964929531301213,0.0013929859062602468
2622,2,"((0, 14), (36, 43), (51, 54), (61, 63))","[0, 15, 42, 54, 64]","[[3026    0    0    2]
 [   4 3025    5    0]
 [   0    5 3066    0]
 [   0    0    1 3070]]",29950746.59780657,0.0006964929531301213,0.0013929859062602468
2620,2,"((0, 14), (36, 42), (51, 54), (61, 63))","[0, 13, 42, 54, 64]","[[3024    2    0    2]
 [   6 3027    1    0]
 [   0    5 3066    0]
 [   0    0    1 3070]]",28504083.88762537,0.0006964929531301213,0.0013929859062602468
2606,2,"((0, 14), (34, 40), (52, 55), (61, 63))","[0, 12, 42, 54, 64]","[[3021    5    0    2]
 [   8 3026    0    0]
 [   0    0 3070    1]
 [   0    0    1 3070]]",27949003.13332902,0.0006964929531301213,0.0013929859062602468
2391,2,"((0, 12), (33, 45), (55, 58), (63, 63))","[0, 12, 45, 57, 64]","[[3023    5    0    0]
 [   5 3029    0    0]
 [   0    1 3070    0]
 [   0    0    6 3065]]",27485014.23336134,0.0006964929531301213,0.0013929859062602468
2619,2,"((0, 14), (36, 41), (52, 55), (61, 63))","[0, 13, 43, 54, 64]","[[3024    2    0    2]
 [   8 3025    0    1]
 [   0    1 3069    1]
 [   0    0    1 3070]]",26977992.357042395,0.0006964929531301213,0.0013110455588332126
2681,2,"((0, 14), (35, 42), (55, 58), (62, 63))","[0, 14, 44, 56, 64]","[[3025    1    0    2]
 [   5 3028    1    0]
 [   0    0 3064    7]
 [   0    0    1 3070]]",26707194.206759848,0.0006964929531301213,0.0013929859062602468
2646,2,"((0, 14), (34, 40), (51, 54), (62, 63))","[0, 12, 41, 55, 64]","[[3021    5    0    2]
 [   8 3026    0    0]
 [   0    2 3069    0]
 [   0    0    0 3071]]",26241122.978753217,0.0006964929531301213,0.0013929859062602468
2667,2,"((0, 14), (35, 39), (55, 58), (62, 63))","[0, 14, 45, 56, 64]","[[3025    1    0    2]
 [   4 3029    1    0]
 [   0    1 3063    7]
 [   0    0    1 3070]]",25540374.921994474,0.0006964929531301213,0.0013929859062602468
2515,2,"((0, 12), (37, 43), (51, 54), (63, 63))","[0, 15, 42, 55, 64]","[[3028    0    0    0]
 [   3 3023    8    0]
 [   0    5 3066    0]
 [   0    0    1 3070]]",25322270.29079379,0.0006964929531301213,0.0013929859062602468
2403,2,"((0, 12), (34, 39), (55, 58), (63, 63))","[0, 12, 43, 57, 64]","[[3023    5    0    0]
 [   6 3028    0    0]
 [   0    0 3071    0]
 [   0    0    6 3065]]",24099865.58803764,0.0006964929531301213,0.0013929859062602468
2475,2,"((0, 12), (36, 41), (52, 55), (63, 63))","[0, 12, 43, 56, 64]","[[3023    5    0    0]
 [   8 3025    0    1]
 [   0    1 3070    0]
 [   0    0    1 3070]]",23133243.425660074,0.0006964929531301213,0.0013110455588332126
2879,2,"((0, 14), (36, 43), (51, 54), (63, 63))","[0, 15, 42, 55, 64]","[[3026    0    0    2]
 [   4 3025    5    0]
 [   0    5 3066    0]
 [   0    0    1 3070]]",18154252.648418788,0.0006964929531301213,0.0013929859062602468
2869,2,"((0, 14), (36, 42), (51, 54), (63, 63))","[0, 13, 42, 55, 64]","[[3024    2    0    2]
 [   6 3027    1    0]
 [   0    5 3066    0]
 [   0    0    1 3070]]",16707589.938237589,0.0006964929531301213,0.0013929859062602468
2915,2,"((0, 14), (38, 43), (52, 55), (63, 63))","[0, 16, 44, 56, 64]","[[3026    0    0    2]
 [   2 3023    8    1]
 [   0    2 3069    0]
 [   0    0    1 3070]]",15894554.67800894,0.0006964929531301213,0.0013110455588332126
1565,2,"((0, 10), (30, 40), (55, 58), (62, 63))","[0, 10, 43, 56, 64]","[[3027    0    0    0]
 [   7 3026    0    1]
 [   0    0 3064    7]
 [   0    0    1 3070]]",29908039.01646018,0.0006965500286814718,0.0013111529951651546
1744,2,"((0, 10), (38, 43), (55, 58), (62, 63))","[0, 15, 46, 56, 64]","[[3027    0    0    0]
 [   1 3027    5    1]
 [   0    1 3063    7]
 [   0    0    1 3070]]",29410834.390997767,0.0006965500286814718,0.0013111529951651546
1523,2,"((0, 10), (33, 37), (48, 51), (61, 63))","[0, 10, 38, 52, 64]","[[3027    0    0    0]
 [   5 3024    5    0]
 [   0    7 3064    0]
 [   0    0    0 3071]]",28500429.320440546,0.0006965500286814718,0.0013931000573629282
1631,2,"((0, 10), (33, 37), (48, 51), (62, 63))","[0, 10, 38, 53, 64]","[[3027    0    0    0]
 [   5 3024    5    0]
 [   0    7 3064    0]
 [   0    0    0 3071]]",26966169.45228397,0.0006965500286814718,0.0013931000573629282
2659,2,"((0, 14), (35, 38), (53, 57), (62, 63))","[0, 12, 42, 56, 64]","[[3021    5    0    2]
 [   7 3062    1    0]
 [   0    1 3033    0]
 [   0    0    1 3070]]",26323508.429809894,0.0006965500286814718,0.0013931000573629282
1811,2,"((0, 10), (31, 38), (48, 51), (63, 63))","[0, 9, 38, 54, 64]","[[3024    3    0    0]
 [   3 3028    3    0]
 [   0    7 3064    0]
 [   0    0    1 3070]]",18286871.398697637,0.0006965500286814718,0.0013931000573629282
2810,2,"((0, 14), (35, 38), (53, 57), (63, 63))","[0, 12, 42, 56, 64]","[[3021    5    0    2]
 [   7 3062    1    0]
 [   0    1 3033    0]
 [   0    0    1 3070]]",16061274.348578688,0.0006965500286814718,0.0013931000573629282
3059,2,"((0, 16), (38, 48), (55, 58), (62, 63))","[0, 17, 47, 56, 64]","[[3025    1    0    0]
 [   3 3029    2    0]
 [   0    3 3061    7]
 [   0    0    1 3070]]",38381249.859328195,0.0006966071135879364,0.0013932142271758652
3025,2,"((0, 16), (36, 43), (51, 54), (62, 63))","[0, 16, 42, 55, 64]","[[3023    3    0    0]
 [   4 3025    5    0]
 [   0    5 3066    0]
 [   0    0    0 3071]]",34081475.16414364,0.0006966071135879364,0.0013932142271758652
3046,2,"((0, 16), (37, 43), (55, 58), (62, 63))","[0, 16, 45, 56, 64]","[[3023    3    0    0]
 [   5 3029    0    0]
 [   0    1 3063    7]
 [   0    0    1 3070]]",33911263.56451498,0.0006966071135879364,0.0013932142271758652
2983,2,"((0, 16), (35, 42), (52, 55), (61, 63))","[0, 15, 43, 54, 64]","[[3021    5    0    0]
 [   7 3025    2    0]
 [   0    1 3069    1]
 [   0    0    1 3070]]",33466547.0198275,0.0006966071135879364,0.0013932142271758652
2992,2,"((0, 16), (38, 43), (52, 55), (61, 63))","[0, 17, 44, 54, 64]","[[3025    1    0    0]
 [   2 3023    8    1]
 [   0    2 3068    1]
 [   0    0    1 3070]]",33356037.06189037,0.0006966071135879364,0.001311260449106677
2985,2,"((0, 16), (36, 40), (52, 55), (61, 63))","[0, 15, 43, 54, 64]","[[3021    5    0    0]
 [   4 3025    5    0]
 [   0    1 3069    1]
 [   0    0    1 3070]]",32352340.839382812,0.0006966071135879364,0.0013932142271758652
3003,2,"((0, 16), (35, 41), (51, 54), (62, 63))","[0, 15, 41, 55, 64]","[[3021    5    0    0]
 [   7 3025    1    1]
 [   0    2 3069    0]
 [   0    0    0 3071]]",31602693.92614027,0.0006966071135879364,0.001311260449106677
1596,2,"((0, 10), (31, 43), (51, 54), (62, 63))","[0, 9, 42, 55, 64]","[[3024    3    0    0]
 [   3 3024    6    0]
 [   0    5 3066    0]
 [   0    0    0 3071]]",30992349.038319074,0.0006966071135879364,0.0013932142271758652
1933,2,"((0, 10), (35, 38), (50, 58), (63, 63))","[0, 11, 40, 57, 64]","[[3027    0    0    0]
 [   7 3061    2    0]
 [   0    2 3032    0]
 [   0    0    6 3065]]",25117431.155583657,0.0006966071135879364,0.0013932142271758652
3178,2,"((0, 16), (38, 43), (55, 58), (63, 63))","[0, 17, 46, 57, 64]","[[3025    1    0    0]
 [   2 3026    5    1]
 [   0    1 3070    0]
 [   0    0    6 3065]]",21999438.602085155,0.0006966071135879364,0.001311260449106677
3095,2,"((0, 16), (35, 39), (52, 55), (63, 63))","[0, 15, 43, 56, 64]","[[3021    5    0    0]
 [   6 3024    4    0]
 [   0    1 3070    0]
 [   0    0    1 3070]]",20503233.785674345,0.0006966071135879364,0.0013932142271758652
931,2,"((0, 8), (31, 47), (53, 56), (62, 63))","[0, 9, 45, 56, 64]","[[3014    0    0    3]
 [   5 3024    5    0]
 [   0    3 3068    0]
 [   0    0    1 3070]]",30054641.495623805,0.0006971212991060445,0.001394242598212081
1087,2,"((0, 8), (38, 48), (55, 58), (62, 63))","[0, 14, 47, 56, 64]","[[3014    0    0    3]
 [   1 3031    2    0]
 [   0    3 3061    7]
 [   0    0    1 3070]]",29236115.81117171,0.0006971212991060445,0.001394242598212081
845,2,"((0, 8), (32, 42), (51, 54), (61, 63))","[0, 10, 42, 54, 64]","[[3014    0    0    3]
 [   5 3026    3    0]
 [   0    5 3066    0]
 [   0    0    1 3070]]",27402000.299119934,0.0006971212991060445,0.001394242598212081
877,2,"((0, 8), (37, 43), (51, 54), (61, 63))","[0, 13, 42, 54, 64]","[[3014    0    0    3]
 [   0 3026    8    0]
 [   0    5 3066    0]
 [   0    0    1 3070]]",25686873.60851328,0.0006971212991060445,0.001394242598212081
1060,2,"((0, 8), (36, 48), (55, 58), (62, 63))","[0, 12, 47, 56, 64]","[[3014    0    0    3]
 [   2 3031    1    0]
 [   0    3 3061    7]
 [   0    0    1 3070]]",24861549.411777508,0.0006971212991060445,0.001394242598212081
879,2,"((0, 8), (38, 43), (52, 55), (61, 63))","[0, 14, 44, 54, 64]","[[3014    0    0    3]
 [   0 3025    8    1]
 [   0    2 3068    1]
 [   0    0    1 3070]]",24210903.013733886,0.0006971212991060445,0.001312228327729037
1010,2,"((0, 8), (35, 39), (51, 54), (62, 63))","[0, 12, 42, 55, 64]","[[3014    0    0    3]
 [   3 3025    6    0]
 [   0    5 3066    0]
 [   0    0    0 3071]]",21446713.532329842,0.0006971212991060445,0.001394242598212081
1191,2,"((0, 8), (31, 47), (53, 56), (63, 63))","[0, 9, 45, 56, 64]","[[3014    0    0    3]
 [   5 3024    5    0]
 [   0    3 3068    0]
 [   0    0    1 3070]]",19792407.414392598,0.0006971212991060445,0.001394242598212081
1242,2,"((0, 8), (32, 44), (55, 58), (63, 63))","[0, 10, 45, 57, 64]","[[3014    0    0    3]
 [   6 3027    1    0]
 [   0    1 3070    0]
 [   0    0    6 3065]]",17439416.308948107,0.0006971212991060445,0.001394242598212081
1226,2,"((0, 8), (32, 42), (51, 54), (63, 63))","[0, 10, 42, 55, 64]","[[3014    0    0    3]
 [   5 3026    3    0]
 [   0    5 3066    0]
 [   0    0    1 3070]]",15605506.349732153,0.0006971212991060445,0.001394242598212081
1390,2,"((0, 8), (37, 43), (51, 54), (63, 63))","[0, 13, 42, 55, 64]","[[3014    0    0    3]
 [   0 3026    8    0]
 [   0    5 3066    0]
 [   0    0    1 3070]]",13890379.6591255,0.0006971212991060445,0.001394242598212081
1134,2,"((0, 8), (30, 40), (55, 58), (63, 63))","[0, 9, 43, 57, 64]","[[3014    0    0    3]
 [   6 3027    0    1]
 [   0    0 3071    0]
 [   0    0    6 3065]]",13351509.17939109,0.0006971212991060445,0.001312228327729037
1424,2,"((0, 8), (39, 45), (52, 55), (63, 63))","[0, 11, 44, 56, 64]","[[3014    0    0    3]
 [   4 3024    5    1]
 [   0    2 3069    0]
 [   0    0    1 3070]]",13194955.1704566,0.0006971212991060445,0.001312228327729037
1410,2,"((0, 8), (38, 43), (55, 58), (63, 63))","[0, 14, 46, 57, 64]","[[3014    0    0    3]
 [   0 3028    5    1]
 [   0    1 3070    0]
 [   0    0    6 3065]]",12854304.553928675,0.0006971212991060445,0.001312228327729037
1209,2,"((0, 8), (32, 37), (55, 58), (63, 63))","[0, 8, 42, 57, 64]","[[3011    3    0    3]
 [   5 3029    0    0]
 [   0    0 3071    0]
 [   0    0    6 3065]]",12071521.128929038,0.0006971212991060445,0.001394242598212081
1154,2,"((0, 8), (31, 38), (48, 51), (63, 63))","[0, 9, 38, 54, 64]","[[3014    0    0    3]
 [   3 3028    3    0]
 [   0    7 3064    0]
 [   0    0    1 3070]]",11992575.642859753,0.0006971212991060445,0.001394242598212081
1153,2,"((0, 8), (31, 36), (55, 58), (63, 63))","[0, 9, 42, 57, 64]","[[3014    0    0    3]
 [   6 3027    0    1]
 [   0    0 3071    0]
 [   0    0    6 3065]]",11756130.53378544,0.0006971212991060445,0.001312228327729037
924,2,"((0, 8), (31, 43), (51, 54), (62, 63))","[0, 9, 42, 55, 64]","[[3014    0    0    3]
 [   3 3024    6    0]
 [   0    5 3066    0]
 [   0    0    0 3071]]",24698053.282481194,0.0006971784776902887,0.0013943569553805935
1300,2,"((0, 8), (35, 38), (54, 58), (63, 63))","[0, 10, 43, 57, 64]","[[3014    0    0    3]
 [   7 3063    0    0]
 [   0    1 3033    0]
 [   0    0    6 3065]]",12679396.015146859,0.0006971784776902887,0.0013943569553805935
447,2,"((0, 7), (40, 47), (55, 58), (62, 63))","[0, 16, 47, 56, 64]","[[3010    0    0    5]
 [   1 3033    0    0]
 [   0    3 3061    7]
 [   0    0    1 3070]]",26722201.053607024,0.0006972356656549913,0.0013944713313099877
421,2,"((0, 7), (38, 46), (55, 58), (62, 63))","[0, 14, 46, 56, 64]","[[3010    0    0    5]
 [   2 3031    1    0]
 [   0    1 3063    7]
 [   0    0    1 3070]]",26508952.170963816,0.0006972356656549913,0.0013944713313099877
301,2,"((0, 7), (32, 44), (53, 56), (62, 63))","[0, 10, 44, 56, 64]","[[3007    3    0    5]
 [   6 3026    2    0]
 [   0    0 3071    0]
 [   0    0    1 3070]]",26438536.856089517,0.0006972356656549913,0.0013944713313099877
451,2,"((0, 7), (41, 47), (55, 58), (62, 63))","[0, 17, 47, 56, 64]","[[3010    0    0    5]
 [   0 3033    1    0]
 [   0    3 3061    7]
 [   0    0    1 3070]]",25368761.975765694,0.0006972356656549913,0.0013944713313099877
224,2,"((0, 7), (37, 42), (51, 54), (61, 63))","[0, 14, 42, 54, 64]","[[3010    0    0    5]
 [   3 3028    3    0]
 [   0    5 3066    0]
 [   0    0    1 3070]]",23941859.622625995,0.0006972356656549913,0.0013944713313099877
450,2,"((0, 7), (41, 46), (55, 58), (62, 63))","[0, 17, 46, 56, 64]","[[3010    0    0    5]
 [   2 3031    1    0]
 [   0    1 3063    7]
 [   0    0    1 3070]]",23552980.37902699,0.0006972356656549913,0.0013944713313099877
214,2,"((0, 7), (35, 42), (51, 54), (61, 63))","[0, 12, 42, 54, 64]","[[3009    1    0    5]
 [   3 3029    2    0]
 [   0    5 3066    0]
 [   0    0    1 3070]]",23454035.8153293,0.0006972356656549913,0.0013944713313099877
387,2,"((0, 7), (36, 42), (55, 58), (62, 63))","[0, 11, 44, 56, 64]","[[3008    2    0    5]
 [   2 3032    0    0]
 [   0    0 3064    7]
 [   0    0    1 3070]]",23409437.311885267,0.0006972356656549913,0.0013944713313099877
402,2,"((0, 7), (37, 42), (55, 58), (62, 63))","[0, 14, 45, 56, 64]","[[3010    0    0    5]
 [   3 3031    0    0]
 [   0    1 3063    7]
 [   0    0    1 3070]]",23021115.530471217,0.0006972356656549913,0.0013944713313099877
457,2,"((0, 7), (43, 47), (55, 58), (62, 63))","[0, 19, 47, 56, 64]","[[3010    0    0    5]
 [   0 3033    1    0]
 [   0    3 3061    7]
 [   0    0    1 3070]]",23020989.935266204,0.0006972356656549913,0.0013944713313099877
455,2,"((0, 7), (42, 46), (55, 58), (62, 63))","[0, 18, 47, 56, 64]","[[3010    0    0    5]
 [   1 3033    0    0]
 [   0    3 3061    7]
 [   0    0    1 3070]]",22599411.753262877,0.0006972356656549913,0.0013944713313099877
234,2,"((0, 7), (30, 40), (52, 55), (62, 63))","[0, 10, 42, 55, 64]","[[3007    3    0    5]
 [   7 3026    0    1]
 [   0    0 3071    0]
 [   0    0    0 3071]]",22480090.901117235,0.0006972356656549913,0.0013124436059388511
216,2,"((0, 7), (36, 40), (51, 54), (61, 63))","[0, 13, 42, 54, 64]","[[3010    0    0    5]
 [   1 3028    5    0]
 [   0    5 3066    0]
 [   0    0    1 3070]]",22339829.63488461,0.0006972356656549913,0.0013944713313099877
732,2,"((0, 7), (38, 48), (55, 58), (63, 63))","[0, 15, 47, 57, 64]","[[3010    0    0    5]
 [   1 3031    2    0]
 [   0    3 3068    0]
 [   0    0    6 3065]]",18280124.860018015,0.0006972356656549913,0.0013944713313099877
555,2,"((0, 7), (32, 44), (53, 56), (63, 63))","[0, 10, 44, 56, 64]","[[3007    3    0    5]
 [   6 3026    2    0]
 [   0    0 3071    0]
 [   0    0    1 3070]]",16176302.774858307,0.0006972356656549913,0.0013944713313099877
582,2,"((0, 7), (33, 45), (55, 58), (63, 63))","[0, 11, 45, 57, 64]","[[3008    2    0    5]
 [   3 3031    0    0]
 [   0    1 3070    0]
 [   0    0    6 3065]]",15359366.731770553,0.0006972356656549913,0.0013944713313099877
511,2,"((0, 7), (31, 41), (55, 58), (63, 63))","[0, 10, 43, 57, 64]","[[3007    3    0    5]
 [   3 3031    0    0]
 [   0    0 3071    0]
 [   0    0    6 3065]]",15292084.122900106,0.0006972356656549913,0.0013944713313099877
545,2,"((0, 7), (32, 42), (52, 55), (63, 63))","[0, 10, 43, 56, 64]","[[3007    3    0    5]
 [   5 3027    2    0]
 [   0    1 3070    0]
 [   0    0    1 3070]]",15085369.766228888,0.0006972356656549913,0.0013944713313099877
772,2,"((0, 7), (42, 45), (54, 58), (63, 63))","[0, 18, 46, 57, 64]","[[3010    0    0    5]
 [   3 3067    0    1]
 [   0    1 3033    0]
 [   0    0    6 3065]]",12494950.964074548,0.0006972356656549913,0.0013124436059388511
696,2,"((0, 7), (37, 42), (51, 54), (63, 63))","[0, 14, 42, 55, 64]","[[3010    0    0    5]
 [   3 3028    3    0]
 [   0    5 3066    0]
 [   0    0    1 3070]]",12145365.673238212,0.0006972356656549913,0.0013944713313099877
594,2,"((0, 7), (34, 39), (55, 58), (63, 63))","[0, 11, 43, 57, 64]","[[3008    2    0    5]
 [   4 3030    0    0]
 [   0    0 3071    0]
 [   0    0    6 3065]]",11974218.086446855,0.0006972356656549913,0.0013944713313099877
640,2,"((0, 7), (35, 42), (51, 54), (63, 63))","[0, 12, 42, 55, 64]","[[3009    1    0    5]
 [   3 3029    2    0]
 [   0    5 3066    0]
 [   0    0    1 3070]]",11657541.865941517,0.0006972356656549913,0.0013944713313099877
661,2,"((0, 7), (36, 40), (55, 58), (63, 63))","[0, 13, 45, 57, 64]","[[3010    0    0    5]
 [   1 3029    4    0]
 [   0    1 3070    0]
 [   0    0    6 3065]]",11156851.461498627,0.0006972356656549913,0.0013944713313099877
627,2,"((0, 7), (35, 39), (55, 58), (63, 63))","[0, 12, 45, 57, 64]","[[3009    1    0    5]
 [   3 3030    1    0]
 [   0    1 3070    0]
 [   0    0    6 3065]]",11104238.35717794,0.0006972356656549913,0.0013944713313099877
652,2,"((0, 7), (36, 40), (51, 54), (63, 63))","[0, 13, 42, 55, 64]","[[3010    0    0    5]
 [   1 3028    5    0]
 [   0    5 3066    0]
 [   0    0    1 3070]]",10543335.68549683,0.0006972356656549913,0.0013944713313099877
271,2,"((0, 7), (31, 43), (52, 55), (62, 63))","[0, 9, 43, 55, 64]","[[3006    4    0    5]
 [   3 3026    4    0]
 [   0    1 3070    0]
 [   0    0    0 3071]]",24177916.69897793,0.000697292863002461,0.0013945857260049266
274,2,"((0, 7), (31, 43), (53, 56), (62, 63))","[0, 9, 44, 56, 64]","[[3006    4    0    5]
 [   3 3026    4    0]
 [   0    0 3071    0]
 [   0    0    1 3070]]",24048455.524393193,0.000697292863002461,0.0013945857260049266
343,2,"((0, 7), (35, 38), (53, 57), (62, 63))","[0, 11, 42, 56, 64]","[[3008    2    0    5]
 [   7 3062    1    0]
 [   0    1 3033    0]
 [   0    0    1 3070]]",22149605.94622457,0.000697292863002461,0.0013945857260049266
518,2,"((0, 7), (31, 43), (53, 56), (63, 63))","[0, 9, 44, 56, 64]","[[3006    4    0    5]
 [   3 3026    4    0]
 [   0    0 3071    0]
 [   0    0    1 3070]]",13786221.443161983,0.000697292863002461,0.0013945857260049266
615,2,"((0, 7), (35, 38), (53, 57), (63, 63))","[0, 11, 42, 56, 64]","[[3008    2    0    5]
 [   7 3062    1    0]
 [   0    1 3033    0]
 [   0    0    1 3070]]",11887371.86499336,0.000697292863002461,0.0013945857260049266
3428,2,"((0, 24), (41, 47), (54, 58), (63, 63))","[0, 24, 47, 57, 64]","[[3030    1    0    0]
 [   3 3030    1    0]
 [   0    6 3028    0]
 [   0    0    6 3065]]",47404914.85864792,0.0006984387838948233,0.0013968775677896117
3426,2,"((0, 24), (41, 46), (54, 58), (63, 63))","[0, 23, 46, 57, 64]","[[3029    2    0    0]
 [   7 3026    1    0]
 [   0    1 3033    0]
 [   0    0    6 3065]]",45589133.26190922,0.0006984387838948233,0.0013968775677896117
3434,2,"((0, 24), (42, 46), (54, 58), (63, 63))","[0, 25, 47, 57, 64]","[[3031    0    0    0]
 [   5 3029    0    0]
 [   0    6 3028    0]
 [   0    0    6 3065]]",44635564.63614511,0.0006984387838948233,0.0013968775677896117
3252,2,"((0, 20), (37, 42), (53, 57), (62, 63))","[0, 18, 44, 56, 64]","[[3024    6    0    0]
 [   8 3025    1    0]
 [   0    1 3033    0]
 [   0    0    1 3070]]",32338966.298569284,0.0006984961788150218,0.0013969923576300225
3342,2,"((0, 20), (39, 43), (52, 58), (63, 63))","[0, 20, 44, 57, 64]","[[3029    1    0    0]
 [   2 3031    1    0]
 [   0    7 3027    0]
 [   0    0    6 3065]]",25398573.364453502,0.0006984961788150218,0.0013969923576300225
3314,2,"((0, 20), (37, 42), (53, 57), (63, 63))","[0, 18, 44, 56, 64]","[[3024    6    0    0]
 [   8 3025    1    0]
 [   0    1 3033    0]
 [   0    0    1 3070]]",22076732.217338074,0.0006984961788150218,0.0013969923576300225
2208,2,"((0, 12), (34, 39), (52, 58), (62, 63))","[0, 12, 42, 56, 64]","[[3023    5    0    0]
 [   6 3027    1    0]
 [   0    1 3030    3]
 [   0    0    1 3070]]",39967572.0145223,0.0006986109969589874,0.0013972219939180075
2261,2,"((0, 12), (36, 41), (53, 57), (62, 63))","[0, 12, 43, 56, 64]","[[3023    5    0    0]
 [   8 3025    0    1]
 [   0    1 3033    0]
 [   0    0    1 3070]]",35425484.148598716,0.0006986109969589874,0.0013150324648639744
2243,2,"((0, 12), (35, 42), (52, 56), (62, 63))","[0, 13, 43, 56, 64]","[[3028    0    0    0]
 [   4 3028    2    0]
 [   0    2 3024    8]
 [   0    0    1 3070]]",34958738.12252274,0.0006986109969589874,0.0013972219939180075
2753,2,"((0, 14), (40, 45), (52, 58), (62, 63))","[0, 17, 44, 56, 64]","[[3026    0    0    2]
 [   0 3030    4    0]
 [   0    7 3024    3]
 [   0    0    1 3070]]",33966612.56537239,0.0006986109969589874,0.0013972219939180075
2562,2,"((0, 12), (40, 45), (52, 58), (63, 63))","[0, 17, 44, 57, 64]","[[3028    0    0    0]
 [   0 3030    4    0]
 [   0    7 3027    0]
 [   0    0    6 3065]]",31656123.502146643,0.0006986109969589874,0.0013972219939180075
2664,2,"((0, 14), (35, 39), (52, 58), (62, 63))","[0, 14, 43, 56, 64]","[[3025    1    0    2]
 [   4 3026    4    0]
 [   0    2 3029    3]
 [   0    0    1 3070]]",31145847.267247923,0.0006986109969589874,0.0013972219939180075
2488,2,"((0, 12), (36, 42), (52, 58), (63, 63))","[0, 12, 43, 57, 64]","[[3023    5    0    0]
 [   4 3030    0    0]
 [   0    2 3032    0]
 [   0    0    6 3065]]",30878323.0774983,0.0006986109969589874,0.0013972219939180075
2390,2,"((0, 12), (33, 45), (54, 58), (63, 63))","[0, 12, 45, 57, 64]","[[3023    5    0    0]
 [   5 3029    0    0]
 [   0    1 3033    0]
 [   0    0    6 3065]]",29173392.665717218,0.0006986109969589874,0.0013972219939180075
2651,2,"((0, 14), (34, 40), (53, 57), (62, 63))","[0, 12, 43, 56, 64]","[[3021    5    0    2]
 [   8 3026    0    0]
 [   0    1 3033    0]
 [   0    0    1 3070]]",28444749.90687988,0.0006986109969589874,0.0013972219939180075
2740,2,"((0, 14), (39, 43), (52, 56), (62, 63))","[0, 17, 44, 56, 64]","[[3026    0    0    2]
 [   0 3033    1    0]
 [   0    5 3021    8]
 [   0    0    1 3070]]",26801296.865800828,0.0006986109969589874,0.0013972219939180075
2509,2,"((0, 12), (37, 42), (52, 56), (63, 63))","[0, 15, 43, 57, 64]","[[3028    0    0    0]
 [   4 3029    1    0]
 [   0    2 3028    4]
 [   0    0    6 3065]]",25184327.848588236,0.0006986109969589874,0.0013972219939180075
2479,2,"((0, 12), (36, 41), (53, 57), (63, 63))","[0, 12, 43, 56, 64]","[[3023    5    0    0]
 [   8 3025    0    1]
 [   0    1 3033    0]
 [   0    0    1 3070]]",25163250.067367513,0.0006986109969589874,0.0013150324648639744
2123,2,"((0, 12), (37, 42), (51, 54), (60, 63))","[0, 15, 42, 53, 64]","[[3028    0    0    0]
 [   4 3027    3    0]
 [   0    5 3065    1]
 [   0    1    2 3031]]",24541776.481640972,0.0006986109969589874,0.0013150324648639744
