,bpc,allocation,read_bounds,confmat,bw,ber,cer
2081,2,"((0, 10), (40, 45), (53, 57), (63, 63))","[0, 16, 45, 56, 64]","[[3027    0    0    0]
 [   0 3033    1    0]
 [   0    3 3031    0]
 [   0    0    1 3070]]",22503167.43318765,0.00020549071181982575,0.00041098142363960033
1058,2,"((0, 8), (36, 43), (53, 57), (62, 63))","[0, 13, 44, 56, 64]","[[3014    0    0    3]
 [   0 3034    0    0]
 [   0    1 3033    0]
 [   0    0    1 3070]]",27139968.04411383,0.0002056597564988483,0.00041131951299766545
1073,2,"((0, 8), (37, 43), (53, 57), (62, 63))","[0, 13, 44, 56, 64]","[[3014    0    0    3]
 [   0 3034    0    0]
 [   0    1 3033    0]
 [   0    0    1 3070]]",26356240.668483373,0.0002056597564988483,0.00041131951299766545
1375,2,"((0, 8), (36, 43), (53, 57), (63, 63))","[0, 13, 44, 56, 64]","[[3014    0    0    3]
 [   0 3034    0    0]
 [   0    1 3033    0]
 [   0    0    1 3070]]",16877733.96288262,0.0002056597564988483,0.00041131951299766545
1397,2,"((0, 8), (37, 43), (53, 57), (63, 63))","[0, 13, 44, 56, 64]","[[3014    0    0    3]
 [   0 3034    0    0]
 [   0    1 3033    0]
 [   0    0    1 3070]]",16094006.587252166,0.0002056597564988483,0.00041131951299766545
3271,2,"((0, 20), (39, 43), (52, 55), (62, 63))","[0, 20, 44, 55, 64]","[[3029    1    0    0]
 [   2 3031    1    0]
 [   0    2 3069    0]
 [   0    0    0 3071]]",29615439.61084869,0.00024578076355890547,0.0004915615271178231
2320,2,"((0, 12), (40, 45), (52, 55), (62, 63))","[0, 17, 44, 55, 64]","[[3028    0    0    0]
 [   0 3030    4    0]
 [   0    2 3069    0]
 [   0    0    0 3071]]",35872989.74854183,0.0002458210422812193,0.000491642084562427
2279,2,"((0, 12), (37, 42), (52, 55), (62, 63))","[0, 15, 43, 55, 64]","[[3028    0    0    0]
 [   4 3029    1    0]
 [   0    1 3070    0]
 [   0    0    0 3071]]",34706867.54247943,0.0002458210422812193,0.000491642084562427
2282,2,"((0, 12), (37, 42), (53, 56), (62, 63))","[0, 15, 44, 56, 64]","[[3028    0    0    0]
 [   4 3029    1    0]
 [   0    0 3071    0]
 [   0    0    1 3070]]",34577406.367894694,0.0002458210422812193,0.000491642084562427
2238,2,"((0, 12), (35, 41), (53, 56), (62, 63))","[0, 14, 43, 56, 64]","[[3028    0    0    0]
 [   3 3030    0    1]
 [   0    0 3071    0]
 [   0    0    1 3070]]",33933609.621486574,0.0002458210422812193,0.0004097017371353928
2723,2,"((0, 14), (37, 43), (53, 56), (62, 63))","[0, 15, 44, 56, 64]","[[3026    0    0    2]
 [   3 3031    0    0]
 [   0    0 3071    0]
 [   0    0    1 3070]]",27676918.46585403,0.0002458210422812193,0.000491642084562427
2511,2,"((0, 12), (37, 42), (53, 56), (63, 63))","[0, 15, 44, 56, 64]","[[3028    0    0    0]
 [   4 3029    1    0]
 [   0    0 3071    0]
 [   0    0    1 3070]]",24315172.28666349,0.0002458210422812193,0.000491642084562427
2441,2,"((0, 12), (35, 41), (52, 55), (63, 63))","[0, 14, 42, 56, 64]","[[3028    0    0    0]
 [   3 3030    0    1]
 [   0    0 3071    0]
 [   0    0    1 3070]]",23800836.714840107,0.0002458210422812193,0.0004097017371353928
2444,2,"((0, 12), (35, 41), (53, 56), (63, 63))","[0, 14, 43, 56, 64]","[[3028    0    0    0]
 [   3 3030    0    1]
 [   0    0 3071    0]
 [   0    0    1 3070]]",23671375.540255368,0.0002458210422812193,0.0004097017371353928
2907,2,"((0, 14), (37, 43), (53, 56), (63, 63))","[0, 15, 44, 56, 64]","[[3026    0    0    2]
 [   3 3031    0    0]
 [   0    0 3071    0]
 [   0    0    1 3070]]",17414684.384622823,0.0002458210422812193,0.000491642084562427
2928,2,"((0, 14), (39, 43), (52, 55), (63, 63))","[0, 17, 44, 56, 64]","[[3026    0    0    2]
 [   0 3033    1    0]
 [   0    2 3069    0]
 [   0    0    1 3070]]",15799368.397229612,0.0002458210422812193,0.000491642084562427
1593,2,"((0, 10), (31, 41), (53, 56), (62, 63))","[0, 10, 42, 56, 64]","[[3027    0    0    0]
 [   3 3029    2    0]
 [   0    0 3071    0]
 [   0    0    1 3070]]",31973014.165724378,0.00024584118659346063,0.0004916823731869746
1764,2,"((0, 10), (40, 45), (52, 55), (62, 63))","[0, 16, 44, 55, 64]","[[3027    0    0    0]
 [   0 3030    4    0]
 [   0    2 3069    0]
 [   0    0    0 3071]]",30735394.87271142,0.00024584118659346063,0.0004916823731869746
1730,2,"((0, 10), (37, 43), (52, 55), (62, 63))","[0, 14, 43, 55, 64]","[[3027    0    0    0]
 [   1 3029    4    0]
 [   0    1 3070    0]
 [   0    0    0 3071]]",30620529.782613818,0.00024584118659346063,0.0004916823731869746
1657,2,"((0, 10), (34, 40), (52, 55), (62, 63))","[0, 11, 42, 55, 64]","[[3027    0    0    0]
 [   6 3028    0    0]
 [   0    0 3071    0]
 [   0    0    0 3071]]",29228893.407347493,0.00024584118659346063,0.0004916823731869746
1582,2,"((0, 10), (31, 38), (52, 55), (62, 63))","[0, 9, 41, 55, 64]","[[3024    3    0    0]
 [   3 3031    0    0]
 [   0    0 3071    0]
 [   0    0    0 3071]]",29102236.052701622,0.00024584118659346063,0.0004916823731869746
1686,2,"((0, 10), (35, 42), (52, 55), (62, 63))","[0, 12, 43, 55, 64]","[[3027    0    0    0]
 [   3 3029    2    0]
 [   0    1 3070    0]
 [   0    0    0 3071]]",29081448.859352328,0.00024584118659346063,0.0004916823731869746
1689,2,"((0, 10), (35, 42), (53, 56), (62, 63))","[0, 12, 43, 56, 64]","[[3027    0    0    0]
 [   3 3029    2    0]
 [   0    0 3071    0]
 [   0    0    1 3070]]",28951987.68476759,0.00024584118659346063,0.0004916823731869746
1682,2,"((0, 10), (35, 41), (53, 56), (62, 63))","[0, 13, 43, 56, 64]","[[3027    0    0    0]
 [   3 3030    0    1]
 [   0    0 3071    0]
 [   0    0    1 3070]]",28796014.745656163,0.00024584118659346063,0.00040973531098909
1653,2,"((0, 10), (34, 39), (53, 56), (62, 63))","[0, 11, 42, 56, 64]","[[3027    0    0    0]
 [   4 3029    1    0]
 [   0    0 3071    0]
 [   0    0    1 3070]]",28655148.129271127,0.00024584118659346063,0.0004916823731869746
1697,2,"((0, 10), (36, 40), (53, 56), (62, 63))","[0, 13, 44, 56, 64]","[[3027    0    0    0]
 [   1 3029    4    0]
 [   0    0 3071    0]
 [   0    0    1 3070]]",27837781.5043229,0.00024584118659346063,0.0004916823731869746
1675,2,"((0, 10), (35, 39), (53, 56), (62, 63))","[0, 12, 44, 56, 64]","[[3027    0    0    0]
 [   3 3029    2    0]
 [   0    0 3071    0]
 [   0    0    1 3070]]",27785168.400002215,0.00024584118659346063,0.0004916823731869746
1639,2,"((0, 10), (33, 37), (53, 56), (62, 63))","[0, 10, 42, 56, 64]","[[3027    0    0    0]
 [   5 3029    0    0]
 [   0    0 3071    0]
 [   0    0    1 3070]]",27389838.850472014,0.00024584118659346063,0.0004916823731869746
1635,2,"((0, 10), (33, 37), (51, 54), (62, 63))","[0, 10, 40, 55, 64]","[[3027    0    0    0]
 [   5 3029    0    0]
 [   0    1 3070    0]
 [   0    0    0 3071]]",27345679.738637522,0.00024584118659346063,0.0004916823731869746
1902,2,"((0, 10), (33, 45), (52, 55), (63, 63))","[0, 11, 44, 56, 64]","[[3027    0    0    0]
 [   3 3031    0    0]
 [   0    2 3069    0]
 [   0    0    1 3070]]",21907523.867948357,0.00024584118659346063,0.0004916823731869746
1831,2,"((0, 10), (31, 41), (52, 55), (63, 63))","[0, 10, 42, 56, 64]","[[3027    0    0    0]
 [   3 3029    2    0]
 [   0    0 3071    0]
 [   0    0    1 3070]]",21840241.25907791,0.00024584118659346063,0.0004916823731869746
1834,2,"((0, 10), (31, 41), (53, 56), (63, 63))","[0, 10, 42, 56, 64]","[[3027    0    0    0]
 [   3 3029    2    0]
 [   0    0 3071    0]
 [   0    0    1 3070]]",21710780.08449317,0.00024584118659346063,0.0004916823731869746
2025,2,"((0, 10), (37, 42), (52, 55), (63, 63))","[0, 14, 43, 56, 64]","[[3027    0    0    0]
 [   3 3030    1    0]
 [   0    1 3070    0]
 [   0    0    1 3070]]",19307038.585417815,0.00024584118659346063,0.0004916823731869746
1972,2,"((0, 10), (35, 42), (53, 56), (63, 63))","[0, 12, 43, 56, 64]","[[3027    0    0    0]
 [   3 3029    2    0]
 [   0    0 3071    0]
 [   0    0    1 3070]]",18689753.60353638,0.00024584118659346063,0.0004916823731869746
1958,2,"((0, 10), (35, 41), (52, 55), (63, 63))","[0, 13, 42, 56, 64]","[[3027    0    0    0]
 [   3 3030    0    1]
 [   0    0 3071    0]
 [   0    0    1 3070]]",18663241.839009695,0.00024584118659346063,0.00040973531098909
1961,2,"((0, 10), (35, 41), (53, 56), (63, 63))","[0, 13, 43, 56, 64]","[[3027    0    0    0]
 [   3 3030    0    1]
 [   0    0 3071    0]
 [   0    0    1 3070]]",18533780.664424956,0.00024584118659346063,0.00040973531098909
1914,2,"((0, 10), (34, 39), (52, 55), (63, 63))","[0, 11, 42, 56, 64]","[[3027    0    0    0]
 [   4 3029    1    0]
 [   0    0 3071    0]
 [   0    0    1 3070]]",18522375.22262466,0.00024584118659346063,0.0004916823731869746
1917,2,"((0, 10), (34, 39), (53, 56), (63, 63))","[0, 11, 42, 56, 64]","[[3027    0    0    0]
 [   4 3029    1    0]
 [   0    0 3071    0]
 [   0    0    1 3070]]",18392914.04803992,0.00024584118659346063,0.0004916823731869746
1984,2,"((0, 10), (36, 40), (53, 56), (63, 63))","[0, 13, 44, 56, 64]","[[3027    0    0    0]
 [   1 3029    4    0]
 [   0    0 3071    0]
 [   0    0    1 3070]]",17575547.423091695,0.00024584118659346063,0.0004916823731869746
1950,2,"((0, 10), (35, 39), (53, 56), (63, 63))","[0, 12, 44, 56, 64]","[[3027    0    0    0]
 [   3 3029    2    0]
 [   0    0 3071    0]
 [   0    0    1 3070]]",17522934.31877101,0.00024584118659346063,0.0004916823731869746
1895,2,"((0, 10), (33, 37), (52, 55), (63, 63))","[0, 10, 41, 56, 64]","[[3027    0    0    0]
 [   5 3029    0    0]
 [   0    0 3071    0]
 [   0    0    1 3070]]",17257065.943825547,0.00024584118659346063,0.0004916823731869746
1898,2,"((0, 10), (33, 37), (53, 56), (63, 63))","[0, 10, 42, 56, 64]","[[3027    0    0    0]
 [   5 3029    0    0]
 [   0    0 3071    0]
 [   0    0    1 3070]]",17127604.769240808,0.00024584118659346063,0.0004916823731869746
2993,2,"((0, 16), (39, 43), (52, 55), (61, 63))","[0, 18, 44, 54, 64]","[[3025    1    0    0]
 [   0 3033    1    0]
 [   0    2 3068    1]
 [   0    0    1 3070]]",33260850.78111104,0.000245861334207507,0.0004917226684150178
1047,2,"((0, 8), (36, 42), (52, 55), (62, 63))","[0, 11, 43, 55, 64]","[[3014    0    0    3]
 [   2 3032    0    0]
 [   0    1 3070    0]
 [   0    0    0 3071]]",23663298.69222519,0.00024604281144919215,0.000492085622898375
1050,2,"((0, 8), (36, 42), (53, 56), (62, 63))","[0, 11, 43, 56, 64]","[[3014    0    0    3]
 [   2 3032    0    0]
 [   0    0 3071    0]
 [   0    0    1 3070]]",23533837.517640453,0.00024604281144919215,0.000492085622898375
910,2,"((0, 8), (31, 38), (52, 55), (62, 63))","[0, 9, 41, 55, 64]","[[3014    0    0    3]
 [   3 3031    0    0]
 [   0    0 3071    0]
 [   0    0    0 3071]]",22807940.296863742,0.00024604281144919215,0.000492085622898375
1088,2,"((0, 8), (39, 43), (52, 55), (62, 63))","[0, 15, 44, 55, 64]","[[3014    0    0    3]
 [   0 3033    1    0]
 [   0    2 3069    0]
 [   0    0    0 3071]]",22581456.864797987,0.00024604281144919215,0.000492085622898375
1371,2,"((0, 8), (36, 43), (52, 55), (63, 63))","[0, 13, 43, 56, 64]","[[3014    0    0    3]
 [   0 3033    1    0]
 [   0    1 3070    0]
 [   0    0    1 3070]]",14847727.321175184,0.00024604281144919215,0.000492085622898375
1364,2,"((0, 8), (36, 42), (53, 56), (63, 63))","[0, 11, 43, 56, 64]","[[3014    0    0    3]
 [   2 3032    0    0]
 [   0    0 3071    0]
 [   0    0    1 3070]]",13271603.436409246,0.00024604281144919215,0.000492085622898375
392,2,"((0, 7), (36, 43), (53, 56), (62, 63))","[0, 13, 44, 56, 64]","[[3010    0    0    5]
 [   0 3034    0    0]
 [   0    0 3071    0]
 [   0    0    1 3070]]",24286743.35789916,0.00024608317611352635,0.0004921663522270414
690,2,"((0, 7), (36, 43), (53, 56), (63, 63))","[0, 13, 44, 56, 64]","[[3010    0    0    5]
 [   0 3034    0    0]
 [   0    0 3071    0]
 [   0    0    1 3070]]",14024509.276667953,0.00024608317611352635,0.0004921663522270414
3275,2,"((0, 20), (39, 43), (53, 57), (62, 63))","[0, 20, 44, 56, 64]","[[3029    1    0    0]
 [   2 3031    1    0]
 [   0    1 3033    0]
 [   0    0    1 3070]]",31645446.25255613,0.0002465280631111842,0.0004930561262224131
3344,2,"((0, 20), (39, 43), (53, 57), (63, 63))","[0, 20, 44, 56, 64]","[[3029    1    0    0]
 [   2 3031    1    0]
 [   0    1 3033    0]
 [   0    0    1 3070]]",21383212.17132492,0.0002465280631111842,0.0004930561262224131
1727,2,"((0, 10), (37, 42), (53, 57), (62, 63))","[0, 14, 44, 56, 64]","[[3027    0    0    0]
 [   3 3030    1    0]
 [   0    1 3033    0]
 [   0    0    1 3070]]",31599279.30835646,0.00024658885418379087,0.0004931777083675426
2029,2,"((0, 10), (37, 42), (53, 57), (63, 63))","[0, 14, 44, 56, 64]","[[3027    0    0    0]
 [   3 3030    1    0]
 [   0    1 3033    0]
 [   0    0    1 3070]]",21337045.227125254,0.00024658885418379087,0.0004931777083675426
1092,2,"((0, 8), (39, 43), (53, 57), (62, 63))","[0, 15, 44, 56, 64]","[[3014    0    0    3]
 [   0 3033    1    0]
 [   0    1 3033    0]
 [   0    0    1 3070]]",24611463.506505422,0.00024679170779861795,0.000493583415597243
1421,2,"((0, 8), (39, 43), (53, 57), (63, 63))","[0, 15, 44, 56, 64]","[[3014    0    0    3]
 [   0 3033    1    0]
 [   0    1 3033    0]
 [   0    0    1 3070]]",14349229.425274216,0.00024679170779861795,0.000493583415597243
3340,2,"((0, 20), (39, 43), (52, 55), (63, 63))","[0, 20, 44, 56, 64]","[[3029    1    0    0]
 [   2 3031    1    0]
 [   0    2 3069    0]
 [   0    0    1 3070]]",19353205.529617485,0.00028674422415205636,0.0005734884483040714
2147,2,"((0, 12), (35, 41), (52, 55), (61, 63))","[0, 14, 42, 54, 64]","[[3028    0    0    0]
 [   3 3030    0    1]
 [   0    0 3070    1]
 [   0    0    1 3070]]",35597330.66422789,0.0002867912159947558,0.000491642084562427
2242,2,"((0, 12), (35, 42), (52, 55), (62, 63))","[0, 13, 43, 55, 64]","[[3028    0    0    0]
 [   4 3028    2    0]
 [   0    1 3070    0]
 [   0    0    0 3071]]",34219043.73518273,0.0002867912159947558,0.0005735824319894611
2245,2,"((0, 12), (35, 42), (53, 56), (62, 63))","[0, 13, 43, 56, 64]","[[3028    0    0    0]
 [   4 3028    2    0]
 [   0    0 3071    0]
 [   0    0    1 3070]]",34089582.560598,0.0002867912159947558,0.0005735824319894611
2253,2,"((0, 12), (36, 40), (53, 56), (62, 63))","[0, 14, 44, 56, 64]","[[3028    0    0    0]
 [   2 3028    4    0]
 [   0    0 3071    0]
 [   0    0    1 3070]]",32975376.380153313,0.0002867912159947558,0.0005735824319894611
2231,2,"((0, 12), (35, 39), (53, 56), (62, 63))","[0, 13, 44, 56, 64]","[[3028    0    0    0]
 [   4 3028    2    0]
 [   0    0 3071    0]
 [   0    0    1 3070]]",32922763.275832627,0.0002867912159947558,0.0005735824319894611
2708,2,"((0, 14), (36, 43), (53, 56), (62, 63))","[0, 15, 44, 56, 64]","[[3026    0    0    2]
 [   4 3030    0    0]
 [   0    0 3071    0]
 [   0    0    1 3070]]",28460645.841484487,0.0002867912159947558,0.0005735824319894611
2754,2,"((0, 14), (40, 45), (53, 56), (62, 63))","[0, 17, 45, 56, 64]","[[3026    0    0    2]
 [   0 3033    1    0]
 [   0    3 3068    0]
 [   0    0    1 3070]]",27791783.555951633,0.0002867912159947558,0.0005735824319894611
2629,2,"((0, 14), (39, 43), (52, 55), (61, 63))","[0, 17, 44, 54, 64]","[[3026    0    0    2]
 [   0 3033    1    0]
 [   0    2 3068    1]
 [   0    0    1 3070]]",27595862.346617393,0.0002867912159947558,0.0005735824319894611
2502,2,"((0, 12), (36, 43), (55, 58), (63, 63))","[0, 14, 45, 57, 64]","[[3028    0    0    0]
 [   0 3034    0    0]
 [   0    1 3070    0]
 [   0    0    6 3065]]",26719513.44242605,0.0002867912159947558,0.0005735824319894611
2566,2,"((0, 12), (40, 45), (55, 58), (63, 63))","[0, 17, 46, 57, 64]","[[3028    0    0    0]
 [   0 3034    0    0]
 [   0    1 3070    0]
 [   0    0    6 3065]]",26050651.156893194,0.0002867912159947558,0.0005735824319894611
2560,2,"((0, 12), (40, 45), (52, 55), (63, 63))","[0, 17, 44, 56, 64]","[[3028    0    0    0]
 [   0 3030    4    0]
 [   0    2 3069    0]
 [   0    0    1 3070]]",25610755.66731062,0.0002867912159947558,0.0005735824319894611
2508,2,"((0, 12), (37, 42), (52, 55), (63, 63))","[0, 15, 43, 56, 64]","[[3028    0    0    0]
 [   4 3029    1    0]
 [   0    1 3070    0]
 [   0    0    1 3070]]",24444633.461248226,0.0002867912159947558,0.0005735824319894611
2548,2,"((0, 12), (39, 43), (55, 58), (63, 63))","[0, 17, 45, 57, 64]","[[3028    0    0    0]
 [   0 3034    0    0]
 [   0    1 3070    0]
 [   0    0    6 3065]]",24191008.90481764,0.0002867912159947558,0.0005735824319894611
2455,2,"((0, 12), (35, 42), (53, 56), (63, 63))","[0, 13, 43, 56, 64]","[[3028    0    0    0]
 [   4 3028    2    0]
 [   0    0 3071    0]
 [   0    0    1 3070]]",23827348.479366794,0.0002867912159947558,0.0005735824319894611
2467,2,"((0, 12), (36, 40), (53, 56), (63, 63))","[0, 14, 44, 56, 64]","[[3028    0    0    0]
 [   2 3028    4    0]
 [   0    0 3071    0]
 [   0    0    1 3070]]",22713142.298922107,0.0002867912159947558,0.0005735824319894611
2433,2,"((0, 12), (35, 39), (53, 56), (63, 63))","[0, 13, 44, 56, 64]","[[3028    0    0    0]
 [   4 3028    2    0]
 [   0    0 3071    0]
 [   0    0    1 3070]]",22660529.19460142,0.0002867912159947558,0.0005735824319894611
2885,2,"((0, 14), (36, 43), (53, 56), (63, 63))","[0, 15, 44, 56, 64]","[[3026    0    0    2]
 [   4 3030    0    0]
 [   0    0 3071    0]
 [   0    0    1 3070]]",18198411.760253277,0.0002867912159947558,0.0005735824319894611
